invoice_id,vendor_id,vendor_name,vendor_category,region,approver,invoice_date,due_date,payment_terms,invoice_amount,paid_amount,outstanding_balance,payment_date,payment_status,payment_method,days_to_pay,days_early_late,is_on_time,has_discount_terms,discount_rate,discount_captured,discount_amount
AP-0138,VND-022,Apex Consulting,Services,Central,Sofia Reyes,2025-12-04,2026-01-03,30,6496.72,6496.72,0.0,2026-01-02,Paid,Check,29,1,Yes,Yes,0.01,No,0.0
AP-0139,VND-020,TrustBuild Facilities,Facilities,South,Laura Chen,2025-12-25,2026-01-24,30,12237.65,12237.65,0.0,2026-01-13,Paid,ACH,19,11,Yes,Yes,0.01,No,0.0
AP-0140,VND-005,CloudSys Inc.,IT,Central,Sofia Reyes,2025-12-03,2026-02-01,60,65988.86,44172.11,21816.75,2026-02-17,Partial,Check,76,-16,No,Yes,0.01,No,0.0
AP-0141,VND-017,OfficePro Services,Services,North,Pedro Alvarez,2026-01-07,2026-01-22,15,14428.04,14428.04,0.0,2026-01-22,Paid,Check,15,0,Yes,No,0.0,No,0.0
AP-0142,VND-005,CloudSys Inc.,IT,South,Sofia Reyes,2025-02-08,2025-03-10,30,54644.69,54644.69,0.0,2025-03-05,Paid,Check,25,5,Yes,No,0.0,No,0.0
AP-0143,VND-020,TrustBuild Facilities,Facilities,West,Marco Diaz,2025-06-19,2025-07-19,30,25799.04,25799.04,0.0,2025-07-15,Paid,Wire,26,4,Yes,Yes,0.01,No,0.0
AP-0144,VND-020,TrustBuild Facilities,Facilities,East,Pedro Alvarez,2025-11-13,2025-12-13,30,33864.69,0.0,33864.69,,Overdue,Wire,,-169,No,No,0.0,No,0.0
AP-0145,VND-007,ProStaff Services,Services,East,Ana Torres,2025-10-16,2026-01-14,90,31790.59,31790.59,0.0,2025-12-25,Paid,Credit Card,70,20,Yes,Yes,0.005,No,0.0
AP-0146,VND-006,PowerGrid Utilities,Utilities,South,Ana Torres,2025-02-23,2025-04-09,45,9797.1,9797.1,0.0,2025-04-21,Paid,Wire,57,-12,No,No,0.0,No,0.0
AP-0147,VND-004,BuildRight Materials,Materials,East,Sofia Reyes,2026-04-06,2026-05-21,45,45454.7,45454.7,0.0,2026-05-30,Paid,Wire,54,-9,No,Yes,0.015,No,0.0
AP-0148,VND-008,GreenEnergy Corp.,Utilities,West,Laura Chen,2025-02-24,2025-04-25,60,6248.58,6248.58,0.0,2025-04-29,Paid,ACH,64,-4,No,Yes,0.01,No,0.0
AP-0149,VND-011,QuickFreight Inc.,Logistics,North,Laura Chen,2025-02-09,2025-03-11,30,6450.71,6450.71,0.0,2025-03-13,Paid,Wire,32,-2,No,No,0.0,No,0.0
AP-0150,VND-005,CloudSys Inc.,IT,West,Pedro Alvarez,2025-01-20,2025-02-19,30,24194.29,24194.29,0.0,2025-02-18,Paid,ACH,29,1,Yes,No,0.0,No,0.0
AP-0151,VND-004,BuildRight Materials,Materials,East,Marco Diaz,2025-02-18,2025-03-20,30,13445.1,13445.1,0.0,2025-03-11,Paid,Check,21,9,Yes,Yes,0.01,No,0.0
AP-0152,VND-003,FastShip Logistics,Logistics,North,Pedro Alvarez,2025-05-28,2025-06-27,30,6534.17,6534.17,0.0,2025-06-23,Paid,ACH,26,4,Yes,Yes,0.01,No,0.0
AP-0153,VND-022,Apex Consulting,Services,North,Ana Torres,2025-01-21,2025-02-20,30,17446.79,17446.79,0.0,2025-02-18,Paid,Check,28,2,Yes,Yes,0.01,No,0.0
AP-0154,VND-012,FacilityPro Services,Facilities,East,Sofia Reyes,2025-12-20,2026-01-19,30,9957.16,9957.16,0.0,2026-01-08,Paid,Check,19,11,Yes,Yes,0.01,No,0.0
AP-0155,VND-005,CloudSys Inc.,IT,North,Laura Chen,2026-04-21,2026-05-21,30,78561.44,0.0,78561.44,,Pending,Check,,,,Yes,0.01,No,0.0
AP-0156,VND-023,CoolTech Systems,IT,West,Sofia Reyes,2025-02-14,2025-03-16,30,64333.19,64333.19,0.0,2025-03-10,Paid,Check,24,6,Yes,No,0.0,No,0.0
AP-0157,VND-010,DataBridge IT,IT,Central,Pedro Alvarez,2025-02-07,2025-03-24,45,61496.82,61496.82,0.0,2025-03-27,Paid,Credit Card,48,-3,No,Yes,0.015,No,0.0
AP-0158,VND-011,QuickFreight Inc.,Logistics,East,Sofia Reyes,2026-02-14,2026-04-15,60,15122.85,15122.85,0.0,2026-03-31,Paid,Check,45,15,Yes,No,0.0,No,0.0
AP-0159,VND-016,CleanWater Utilities,Utilities,West,Laura Chen,2026-03-11,2026-04-10,30,1644.44,757.44,887.0,2026-04-07,Partial,Check,27,3,Yes,Yes,0.01,No,0.0
AP-0160,VND-011,QuickFreight Inc.,Logistics,East,Laura Chen,2025-06-20,2025-08-19,60,14105.53,14105.53,0.0,2025-08-24,Paid,Credit Card,65,-5,No,Yes,0.01,No,0.0
AP-0161,VND-014,NetConnect Systems,IT,East,Sofia Reyes,2026-01-08,2026-03-09,60,43481.45,43481.45,0.0,2026-03-04,Paid,ACH,55,5,Yes,No,0.0,No,0.0
AP-0162,VND-001,Acme Supplies Co.,Materials,South,Ana Torres,2025-05-10,2025-05-25,15,5227.2,5227.2,0.0,2025-05-18,Paid,Credit Card,8,7,Yes,No,0.0,No,0.0
AP-0163,VND-020,TrustBuild Facilities,Facilities,South,Pedro Alvarez,2026-03-31,2026-05-30,60,27181.79,0.0,27181.79,,Pending,Check,,,,Yes,0.01,No,0.0
AP-0164,VND-021,PrimePack Logistics,Logistics,East,Marco Diaz,2025-07-10,2025-07-25,15,10481.84,10481.84,0.0,2025-07-31,Paid,ACH,21,-6,No,Yes,0.02,No,0.0
AP-0165,VND-009,MetalWorks Ltd.,Materials,East,Pedro Alvarez,2026-05-18,2026-07-02,45,11608.56,0.0,11608.56,,Pending,Wire,,,,Yes,0.015,No,0.0
AP-0166,VND-023,CoolTech Systems,IT,West,Sofia Reyes,2025-03-08,2025-05-07,60,46249.79,46249.79,0.0,2025-05-13,Paid,Check,66,-6,No,Yes,0.01,No,0.0
AP-0167,VND-023,CoolTech Systems,IT,South,Laura Chen,2025-07-25,2025-08-24,30,64404.93,64404.93,0.0,2025-09-03,Paid,Wire,40,-10,No,Yes,0.01,No,0.0
AP-0168,VND-012,FacilityPro Services,Facilities,Central,Ana Torres,2025-05-13,2025-08-11,90,22194.3,22194.3,0.0,2025-08-23,Paid,Check,102,-12,No,Yes,0.005,No,0.0
AP-0169,VND-017,OfficePro Services,Services,West,Pedro Alvarez,2025-11-21,2025-12-21,30,26766.53,26766.53,0.0,2025-12-21,Paid,ACH,30,0,Yes,Yes,0.01,No,0.0
AP-0170,VND-012,FacilityPro Services,Facilities,South,Ana Torres,2026-03-20,2026-04-19,30,18594.5,8405.87,10188.63,2026-04-19,Partial,Wire,30,0,Yes,No,0.0,No,0.0
AP-0171,VND-011,QuickFreight Inc.,Logistics,South,Laura Chen,2025-09-14,2025-10-14,30,4729.74,4729.74,0.0,2025-10-07,Paid,Check,23,7,Yes,No,0.0,No,0.0
AP-0172,VND-003,FastShip Logistics,Logistics,Central,Marco Diaz,2025-12-12,2026-01-11,30,17008.07,5343.71,11664.36,2026-01-07,Partial,Wire,26,4,Yes,Yes,0.01,No,0.0
AP-0173,VND-021,PrimePack Logistics,Logistics,Central,Laura Chen,2025-02-01,2025-04-02,60,10462.72,10462.72,0.0,2025-03-26,Paid,Wire,53,7,Yes,Yes,0.01,No,0.0
AP-0174,VND-010,DataBridge IT,IT,West,Marco Diaz,2026-04-10,2026-05-25,45,10472.98,10472.98,0.0,2026-05-28,Paid,Credit Card,48,-3,No,Yes,0.015,No,0.0
AP-0175,VND-011,QuickFreight Inc.,Logistics,East,Laura Chen,2026-01-15,2026-02-14,30,10784.62,10784.62,0.0,2026-02-24,Paid,Credit Card,40,-10,No,Yes,0.01,No,0.0
AP-0176,VND-004,BuildRight Materials,Materials,East,Pedro Alvarez,2025-04-10,2025-05-10,30,4429.05,2254.68,2174.37,2025-05-10,Partial,Wire,30,0,Yes,No,0.0,No,0.0
AP-0177,VND-011,QuickFreight Inc.,Logistics,Central,Laura Chen,2026-05-26,2026-06-25,30,19923.42,6874.07,13049.35,2026-05-31,Partial,Wire,5,25,Yes,Yes,0.01,No,0.0
AP-0178,VND-017,OfficePro Services,Services,West,Marco Diaz,2025-02-19,2025-04-20,60,4869.99,3054.12,1815.87,2025-04-30,Partial,Wire,70,-10,No,Yes,0.01,No,0.0
AP-0179,VND-010,DataBridge IT,IT,Central,Sofia Reyes,2025-05-18,2025-07-17,60,71184.18,71184.18,0.0,2025-07-12,Paid,ACH,55,5,Yes,No,0.0,No,0.0
AP-0180,VND-019,SkyNet IT Solutions,IT,Central,Marco Diaz,2025-03-17,2025-05-01,45,33976.16,33976.16,0.0,2025-05-07,Paid,Check,51,-6,No,Yes,0.015,No,0.0
AP-0181,VND-020,TrustBuild Facilities,Facilities,Central,Sofia Reyes,2026-02-08,2026-03-10,30,14315.55,14315.55,0.0,2026-03-08,Paid,Wire,28,2,Yes,No,0.0,No,0.0
AP-0182,VND-020,TrustBuild Facilities,Facilities,Central,Pedro Alvarez,2025-02-09,2025-02-24,15,6522.2,6522.2,0.0,2025-02-27,Paid,ACH,18,-3,No,Yes,0.02,No,0.0
AP-0183,VND-015,ExpressRoute Logistics,Logistics,South,Ana Torres,2025-11-23,2026-01-22,60,4087.54,4087.54,0.0,2026-01-20,Paid,Wire,58,2,Yes,No,0.0,No,0.0
AP-0184,VND-017,OfficePro Services,Services,Central,Pedro Alvarez,2025-01-18,2025-04-18,90,16629.24,0.0,16629.24,,Overdue,Check,,-408,No,Yes,0.005,No,0.0
AP-0185,VND-019,SkyNet IT Solutions,IT,East,Sofia Reyes,2025-08-22,2025-10-06,45,59105.01,59105.01,0.0,2025-10-12,Paid,Credit Card,51,-6,No,Yes,0.015,No,0.0
AP-0186,VND-021,PrimePack Logistics,Logistics,Central,Pedro Alvarez,2025-02-02,2025-03-04,30,11878.84,11878.84,0.0,2025-02-25,Paid,Wire,23,7,Yes,No,0.0,No,0.0
AP-0187,VND-014,NetConnect Systems,IT,South,Pedro Alvarez,2025-05-22,2025-06-06,15,43901.24,0.0,43901.24,,Overdue,Credit Card,,-359,No,Yes,0.02,No,0.0
AP-0188,VND-016,CleanWater Utilities,Utilities,Central,Pedro Alvarez,2026-04-16,2026-05-16,30,13725.8,13725.8,0.0,2026-05-19,Paid,Check,33,-3,No,Yes,0.01,No,0.0
AP-0189,VND-024,EliteFacilities Corp.,Facilities,East,Ana Torres,2025-09-10,2025-10-10,30,11207.21,0.0,11207.21,,Overdue,Credit Card,,-233,No,Yes,0.01,No,0.0
AP-0190,VND-010,DataBridge IT,IT,East,Marco Diaz,2026-05-07,2026-07-06,60,31160.24,0.0,31160.24,,Pending,Credit Card,,,,No,0.0,No,0.0
AP-0191,VND-004,BuildRight Materials,Materials,Central,Ana Torres,2025-12-20,2026-02-18,60,47821.23,47821.23,0.0,2026-02-16,Paid,Credit Card,58,2,Yes,No,0.0,No,0.0
AP-0192,VND-012,FacilityPro Services,Facilities,West,Laura Chen,2025-07-26,2025-08-25,30,29322.41,29322.41,0.0,2025-09-06,Paid,Credit Card,42,-12,No,Yes,0.01,No,0.0
AP-0193,VND-009,MetalWorks Ltd.,Materials,South,Sofia Reyes,2025-02-21,2025-03-23,30,34152.03,34152.03,0.0,2025-03-30,Paid,Wire,37,-7,No,Yes,0.01,No,0.0
AP-0194,VND-023,CoolTech Systems,IT,West,Sofia Reyes,2025-06-11,2025-06-26,15,35518.06,19134.44,16383.62,2025-06-27,Partial,Wire,16,-1,No,No,0.0,No,0.0
AP-0195,VND-025,RapidShip Co.,Logistics,East,Laura Chen,2025-04-02,2025-04-17,15,13393.68,13393.68,0.0,2025-04-19,Paid,Check,17,-2,No,Yes,0.02,No,0.0
AP-0196,VND-002,TechCore Solutions,IT,South,Pedro Alvarez,2026-02-11,2026-02-26,15,64097.05,64097.05,0.0,2026-03-02,Paid,Wire,19,-4,No,Yes,0.02,No,0.0
AP-0197,VND-002,TechCore Solutions,IT,North,Laura Chen,2025-10-19,2025-12-18,60,39076.18,39076.18,0.0,2025-12-14,Paid,ACH,56,4,Yes,Yes,0.01,No,0.0
AP-0198,VND-005,CloudSys Inc.,IT,Central,Pedro Alvarez,2025-04-26,2025-05-26,30,29801.31,29801.31,0.0,2025-05-26,Paid,Check,30,0,Yes,No,0.0,No,0.0
AP-0199,VND-011,QuickFreight Inc.,Logistics,East,Ana Torres,2026-02-20,2026-03-22,30,16712.81,16712.81,0.0,2026-03-21,Paid,Wire,29,1,Yes,Yes,0.01,No,0.0
AP-0200,VND-022,Apex Consulting,Services,North,Marco Diaz,2025-11-28,2026-02-26,90,37625.54,37625.54,0.0,2026-02-21,Paid,Wire,85,5,Yes,Yes,0.005,No,0.0
AP-0201,VND-011,QuickFreight Inc.,Logistics,East,Ana Torres,2026-01-04,2026-02-18,45,14162.6,14162.6,0.0,2026-02-20,Paid,ACH,47,-2,No,Yes,0.015,No,0.0
AP-0202,VND-010,DataBridge IT,IT,South,Pedro Alvarez,2025-10-30,2025-11-29,30,32565.79,0.0,32565.79,,Overdue,Check,,-183,No,Yes,0.01,No,0.0
AP-0203,VND-016,CleanWater Utilities,Utilities,South,Pedro Alvarez,2026-04-28,2026-06-27,60,11481.58,7350.17,4131.41,2026-05-31,Partial,Check,33,27,Yes,No,0.0,No,0.0
AP-0204,VND-003,FastShip Logistics,Logistics,Central,Pedro Alvarez,2025-04-25,2025-05-25,30,2173.4,2173.4,0.0,2025-05-21,Paid,Check,26,4,Yes,Yes,0.01,No,0.0
AP-0205,VND-011,QuickFreight Inc.,Logistics,Central,Pedro Alvarez,2026-05-16,2026-06-15,30,2727.89,1518.41,1209.48,2026-05-31,Partial,ACH,15,15,Yes,Yes,0.01,No,0.0
AP-0206,VND-019,SkyNet IT Solutions,IT,North,Ana Torres,2025-01-23,2025-03-09,45,34696.15,34696.15,0.0,2025-03-07,Paid,Credit Card,43,2,Yes,No,0.0,No,0.0
AP-0207,VND-019,SkyNet IT Solutions,IT,North,Sofia Reyes,2025-03-07,2025-05-06,60,45587.26,36153.83,9433.43,2025-05-16,Partial,Credit Card,70,-10,No,Yes,0.01,No,0.0
AP-0208,VND-002,TechCore Solutions,IT,East,Pedro Alvarez,2026-03-07,2026-04-06,30,33084.57,33084.57,0.0,2026-04-04,Paid,Wire,28,2,Yes,No,0.0,No,0.0
AP-0209,VND-022,Apex Consulting,Services,Central,Marco Diaz,2025-07-02,2025-08-01,30,39735.33,39735.33,0.0,2025-08-03,Paid,Check,32,-2,No,Yes,0.01,No,0.0
AP-0210,VND-008,GreenEnergy Corp.,Utilities,North,Sofia Reyes,2026-03-11,2026-06-09,90,8213.04,0.0,8213.04,,Pending,Check,,,,No,0.0,No,0.0
AP-0211,VND-009,MetalWorks Ltd.,Materials,South,Sofia Reyes,2025-01-17,2025-03-18,60,13551.98,13551.98,0.0,2025-03-07,Paid,ACH,49,11,Yes,Yes,0.01,No,0.0
AP-0212,VND-002,TechCore Solutions,IT,South,Sofia Reyes,2025-08-28,2025-11-26,90,45481.99,45481.99,0.0,2025-11-29,Paid,Credit Card,93,-3,No,No,0.0,No,0.0
AP-0213,VND-005,CloudSys Inc.,IT,Central,Laura Chen,2025-11-25,2026-01-24,60,22767.8,0.0,22767.8,,Overdue,Wire,,-127,No,No,0.0,No,0.0
AP-0214,VND-017,OfficePro Services,Services,South,Pedro Alvarez,2025-03-04,2025-04-18,45,23598.57,23598.57,0.0,2025-04-23,Paid,Check,50,-5,No,Yes,0.015,No,0.0
AP-0215,VND-018,BuildFast Materials,Materials,West,Sofia Reyes,2025-11-23,2026-01-22,60,35422.8,35422.8,0.0,2026-02-01,Paid,Check,70,-10,No,Yes,0.01,No,0.0
AP-0216,VND-006,PowerGrid Utilities,Utilities,Central,Pedro Alvarez,2025-11-04,2025-12-04,30,12934.35,12934.35,0.0,2025-12-11,Paid,Wire,37,-7,No,Yes,0.01,No,0.0
AP-0217,VND-014,NetConnect Systems,IT,Central,Ana Torres,2025-09-06,2025-11-05,60,24124.67,24124.67,0.0,2025-11-07,Paid,Wire,62,-2,No,Yes,0.01,No,0.0
AP-0218,VND-015,ExpressRoute Logistics,Logistics,East,Sofia Reyes,2025-10-02,2025-10-17,15,8166.19,8166.19,0.0,2025-10-29,Paid,Wire,27,-12,No,Yes,0.02,No,0.0
AP-0219,VND-019,SkyNet IT Solutions,IT,Central,Marco Diaz,2025-12-07,2026-01-06,30,27739.1,27739.1,0.0,2026-01-12,Paid,Credit Card,36,-6,No,No,0.0,No,0.0
AP-0220,VND-007,ProStaff Services,Services,North,Pedro Alvarez,2026-02-11,2026-03-13,30,36859.68,36859.68,0.0,2026-03-06,Paid,Wire,23,7,Yes,Yes,0.01,No,0.0
AP-0221,VND-012,FacilityPro Services,Facilities,East,Laura Chen,2026-04-23,2026-07-22,90,5254.07,5254.07,0.0,2026-05-31,Paid,Check,38,52,Yes,No,0.0,No,0.0
AP-0222,VND-007,ProStaff Services,Services,East,Laura Chen,2025-08-15,2025-08-30,15,30426.34,30426.34,0.0,2025-08-19,Paid,Credit Card,4,11,Yes,Yes,0.02,Yes,608.53
AP-0223,VND-010,DataBridge IT,IT,South,Marco Diaz,2026-01-24,2026-02-23,30,47734.21,47734.21,0.0,2026-02-17,Paid,Check,24,6,Yes,Yes,0.01,No,0.0
AP-0224,VND-022,Apex Consulting,Services,East,Laura Chen,2026-04-17,2026-07-16,90,9224.64,9224.64,0.0,2026-05-31,Paid,Credit Card,44,46,Yes,No,0.0,No,0.0
AP-0225,VND-018,BuildFast Materials,Materials,North,Ana Torres,2025-02-19,2025-03-21,30,38688.26,16083.36,22604.9,2025-04-07,Partial,ACH,47,-17,No,Yes,0.01,No,0.0
AP-0226,VND-005,CloudSys Inc.,IT,North,Marco Diaz,2025-03-03,2025-05-02,60,51337.64,51337.64,0.0,2025-05-03,Paid,Credit Card,61,-1,No,Yes,0.01,No,0.0
AP-0227,VND-016,CleanWater Utilities,Utilities,West,Sofia Reyes,2025-01-13,2025-03-14,60,742.53,742.53,0.0,2025-03-12,Paid,ACH,58,2,Yes,No,0.0,No,0.0
AP-0228,VND-023,CoolTech Systems,IT,West,Marco Diaz,2025-06-02,2025-07-02,30,23072.66,23072.66,0.0,2025-07-11,Paid,ACH,39,-9,No,Yes,0.01,No,0.0
AP-0229,VND-012,FacilityPro Services,Facilities,East,Pedro Alvarez,2026-02-20,2026-04-21,60,17146.93,0.0,17146.93,,Pending,ACH,,,,Yes,0.01,No,0.0
AP-0230,VND-003,FastShip Logistics,Logistics,North,Sofia Reyes,2026-01-22,2026-03-23,60,11501.33,11501.33,0.0,2026-03-27,Paid,Credit Card,64,-4,No,Yes,0.01,No,0.0
AP-0231,VND-014,NetConnect Systems,IT,East,Ana Torres,2025-08-24,2025-09-08,15,20856.28,11215.47,9640.81,2025-09-04,Partial,ACH,11,4,Yes,No,0.0,No,0.0
AP-0232,VND-003,FastShip Logistics,Logistics,East,Ana Torres,2025-11-19,2025-12-19,30,1297.5,1297.5,0.0,2025-12-27,Paid,ACH,38,-8,No,Yes,0.01,No,0.0
AP-0233,VND-023,CoolTech Systems,IT,West,Sofia Reyes,2025-09-04,2025-10-04,30,47502.19,47502.19,0.0,2025-09-27,Paid,Check,23,7,Yes,No,0.0,No,0.0
AP-0234,VND-024,EliteFacilities Corp.,Facilities,South,Sofia Reyes,2025-04-11,2025-04-26,15,16423.91,16423.91,0.0,2025-04-25,Paid,Check,14,1,Yes,No,0.0,No,0.0
AP-0235,VND-025,RapidShip Co.,Logistics,Central,Ana Torres,2025-01-31,2025-04-01,60,13048.34,13048.34,0.0,2025-04-02,Paid,Credit Card,61,-1,No,No,0.0,No,0.0
AP-0236,VND-013,SafetyFirst Supplies,Materials,West,Marco Diaz,2025-10-30,2025-11-29,30,40306.65,40306.65,0.0,2025-12-09,Paid,Credit Card,40,-10,No,No,0.0,No,0.0
AP-0237,VND-005,CloudSys Inc.,IT,West,Marco Diaz,2026-01-05,2026-03-06,60,12991.32,12991.32,0.0,2026-03-02,Paid,Credit Card,56,4,Yes,Yes,0.01,No,0.0
AP-0238,VND-005,CloudSys Inc.,IT,North,Marco Diaz,2026-02-22,2026-05-23,90,12746.97,12746.97,0.0,2026-05-27,Paid,Credit Card,94,-4,No,Yes,0.005,No,0.0
AP-0239,VND-011,QuickFreight Inc.,Logistics,West,Sofia Reyes,2026-02-02,2026-04-03,60,15804.21,15804.21,0.0,2026-04-03,Paid,Check,60,0,Yes,No,0.0,No,0.0
AP-0240,VND-022,Apex Consulting,Services,West,Marco Diaz,2025-11-05,2025-12-20,45,12931.05,12931.05,0.0,2025-12-29,Paid,Wire,54,-9,No,Yes,0.015,No,0.0
AP-0241,VND-009,MetalWorks Ltd.,Materials,West,Laura Chen,2026-01-05,2026-02-04,30,14081.59,14081.59,0.0,2026-01-31,Paid,Credit Card,26,4,Yes,Yes,0.01,No,0.0
AP-0242,VND-004,BuildRight Materials,Materials,South,Laura Chen,2025-12-07,2026-02-05,60,42397.44,22051.39,20346.05,2026-02-13,Partial,ACH,68,-8,No,Yes,0.01,No,0.0
AP-0243,VND-021,PrimePack Logistics,Logistics,Central,Marco Diaz,2025-07-25,2025-09-23,60,10101.19,10101.19,0.0,2025-09-21,Paid,Check,58,2,Yes,Yes,0.01,No,0.0
AP-0244,VND-011,QuickFreight Inc.,Logistics,East,Pedro Alvarez,2026-01-21,2026-03-22,60,6325.7,6325.7,0.0,2026-03-26,Paid,Wire,64,-4,No,No,0.0,No,0.0
AP-0245,VND-018,BuildFast Materials,Materials,South,Ana Torres,2025-08-03,2025-11-01,90,23045.84,23045.84,0.0,2025-10-30,Paid,ACH,88,2,Yes,Yes,0.005,No,0.0
AP-0246,VND-014,NetConnect Systems,IT,West,Marco Diaz,2025-09-16,2025-10-16,30,54399.72,18331.76,36067.96,2025-10-30,Partial,Check,44,-14,No,No,0.0,No,0.0
AP-0247,VND-016,CleanWater Utilities,Utilities,Central,Pedro Alvarez,2026-01-04,2026-01-19,15,10673.7,10673.7,0.0,2026-01-22,Paid,Credit Card,18,-3,No,No,0.0,No,0.0
AP-0248,VND-008,GreenEnergy Corp.,Utilities,East,Marco Diaz,2025-12-06,2026-02-04,60,14502.89,14502.89,0.0,2026-02-03,Paid,ACH,59,1,Yes,Yes,0.01,No,0.0
AP-0249,VND-009,MetalWorks Ltd.,Materials,South,Ana Torres,2026-01-19,2026-04-19,90,20774.44,20774.44,0.0,2026-04-18,Paid,Wire,89,1,Yes,No,0.0,No,0.0
AP-0250,VND-004,BuildRight Materials,Materials,East,Pedro Alvarez,2025-05-26,2025-06-25,30,18719.78,10493.51,8226.27,2025-07-01,Partial,ACH,36,-6,No,Yes,0.01,No,0.0
AP-0251,VND-016,CleanWater Utilities,Utilities,North,Pedro Alvarez,2025-03-10,2025-05-09,60,4853.83,4853.83,0.0,2025-05-10,Paid,Credit Card,61,-1,No,No,0.0,No,0.0
AP-0252,VND-011,QuickFreight Inc.,Logistics,North,Marco Diaz,2025-06-13,2025-07-13,30,7288.8,7288.8,0.0,2025-07-16,Paid,Wire,33,-3,No,Yes,0.01,No,0.0
AP-0253,VND-006,PowerGrid Utilities,Utilities,West,Pedro Alvarez,2026-04-06,2026-05-06,30,9086.95,0.0,9086.95,,Pending,ACH,,,,Yes,0.01,No,0.0
AP-0254,VND-025,RapidShip Co.,Logistics,North,Ana Torres,2026-01-10,2026-02-09,30,7193.71,7193.71,0.0,2026-01-30,Paid,ACH,20,10,Yes,Yes,0.01,No,0.0
AP-0255,VND-016,CleanWater Utilities,Utilities,Central,Laura Chen,2025-04-27,2025-06-26,60,5544.91,5544.91,0.0,2025-06-30,Paid,Credit Card,64,-4,No,No,0.0,No,0.0
AP-0256,VND-010,DataBridge IT,IT,Central,Ana Torres,2025-11-17,2025-12-17,30,13839.62,13839.62,0.0,2025-12-06,Paid,ACH,19,11,Yes,Yes,0.01,No,0.0
AP-0257,VND-023,CoolTech Systems,IT,South,Ana Torres,2025-05-22,2025-07-21,60,48110.45,48110.45,0.0,2025-07-04,Paid,Credit Card,43,17,Yes,Yes,0.01,No,0.0
AP-0258,VND-006,PowerGrid Utilities,Utilities,Central,Marco Diaz,2025-05-24,2025-07-08,45,3212.93,3212.93,0.0,2025-07-04,Paid,Credit Card,41,4,Yes,No,0.0,No,0.0
AP-0259,VND-012,FacilityPro Services,Facilities,North,Pedro Alvarez,2026-01-29,2026-02-28,30,33806.36,33806.36,0.0,2026-02-25,Paid,Wire,27,3,Yes,Yes,0.01,No,0.0
AP-0260,VND-015,ExpressRoute Logistics,Logistics,West,Marco Diaz,2025-08-14,2025-08-29,15,6549.71,6549.71,0.0,2025-08-22,Paid,ACH,8,7,Yes,Yes,0.02,No,0.0
AP-0261,VND-006,PowerGrid Utilities,Utilities,West,Ana Torres,2025-04-27,2025-05-27,30,4384.39,0.0,4384.39,,Overdue,Credit Card,,-369,No,Yes,0.01,No,0.0
AP-0262,VND-018,BuildFast Materials,Materials,North,Pedro Alvarez,2025-04-15,2025-06-14,60,37327.46,37327.46,0.0,2025-06-15,Paid,Wire,61,-1,No,Yes,0.01,No,0.0
AP-0263,VND-009,MetalWorks Ltd.,Materials,East,Sofia Reyes,2025-08-31,2025-09-30,30,12074.15,12074.15,0.0,2025-09-29,Paid,Credit Card,29,1,Yes,No,0.0,No,0.0
AP-0264,VND-023,CoolTech Systems,IT,Central,Pedro Alvarez,2025-07-31,2025-08-30,30,66014.74,66014.74,0.0,2025-08-20,Paid,Wire,20,10,Yes,No,0.0,No,0.0
AP-0265,VND-006,PowerGrid Utilities,Utilities,East,Laura Chen,2025-04-08,2025-05-23,45,2466.04,2466.04,0.0,2025-05-21,Paid,Check,43,2,Yes,No,0.0,No,0.0
AP-0266,VND-002,TechCore Solutions,IT,East,Marco Diaz,2025-05-30,2025-06-29,30,58354.61,58354.61,0.0,2025-06-25,Paid,Wire,26,4,Yes,No,0.0,No,0.0
AP-0267,VND-019,SkyNet IT Solutions,IT,East,Pedro Alvarez,2025-03-19,2025-06-17,90,52522.08,52522.08,0.0,2025-06-09,Paid,Credit Card,82,8,Yes,No,0.0,No,0.0
AP-0268,VND-017,OfficePro Services,Services,East,Laura Chen,2025-12-02,2026-03-02,90,24532.36,8502.2,16030.16,2026-03-11,Partial,Credit Card,99,-9,No,No,0.0,No,0.0
AP-0269,VND-021,PrimePack Logistics,Logistics,East,Sofia Reyes,2026-03-16,2026-04-15,30,16672.11,0.0,16672.11,,Pending,Credit Card,,,,Yes,0.01,No,0.0
AP-0270,VND-018,BuildFast Materials,Materials,Central,Marco Diaz,2025-02-19,2025-04-20,60,4205.26,1295.81,2909.45,2025-04-20,Partial,Credit Card,60,0,Yes,Yes,0.01,No,0.0
AP-0271,VND-015,ExpressRoute Logistics,Logistics,West,Sofia Reyes,2025-05-16,2025-06-15,30,17760.81,13112.76,4648.05,2025-06-12,Partial,Credit Card,27,3,Yes,Yes,0.01,No,0.0
AP-0272,VND-021,PrimePack Logistics,Logistics,East,Laura Chen,2025-06-19,2025-08-18,60,1983.96,1983.96,0.0,2025-08-18,Paid,ACH,60,0,Yes,Yes,0.01,No,0.0
AP-0273,VND-003,FastShip Logistics,Logistics,North,Sofia Reyes,2025-03-21,2025-06-19,90,3521.3,3521.3,0.0,2025-06-11,Paid,Wire,82,8,Yes,Yes,0.005,No,0.0
AP-0274,VND-001,Acme Supplies Co.,Materials,North,Laura Chen,2025-05-16,2025-07-15,60,24929.61,24929.61,0.0,2025-07-16,Paid,ACH,61,-1,No,Yes,0.01,No,0.0
